00GE               20131205                                                                                   
0601GEB1N       20140101000860005000005000 0100000000000586   
0601GEB1N       20140101000865005000005000 0100000000000595   
0601GEB1N       20140101000870005000005000 0100000000000605   
0601GEB1N       20140101000875005000005000 0100000000000614   
0601GEB1N       20140101000880005000005000 0100000000000623   
0601GEB1N       20140101000885005000005000 0100000000000632   
0601GEB1N       20140101000890005000005000 0100000000000641   
0601GEB1N       20140101000895005000005000 0100000000000650   
0601GEB1N       20140101000900005000005000 0100000000000659   
0601GEB1N       20140101000905005000005000 0100000000000667   
0601GEB1N       20140101000910005000005000 0100000000000676   
0601GEB1N       20140101000915005000005000 0100000000000684   
0601GEB1N       20140101000920005000005000 0100000000000693   
0601GEB1N       20140101000925005000005000 0100000000000702   
0601GEB1N       20140101000930005000005000 0100000000000710   
0601GEB1N       20140101000935005000005000 0100000000000719   
0601GEB1N       20140101000940005000005000 0100000000000728   
0601GEB1N       20140101000945005000005000 0100000000000737   
0601GEB1N       20140101000950005000005000 0100000000000746   
0601GEB1N       20140101000955005000005000 0100000000000755   
0601GEB1N       20140101000960005000005000 0100000000000764   
0601GEB1N       20140101000965005000005000 0100000000000773   
0601GEB1N       20140101000970005000005000 0100000000000782   
0601GEB1N       20140101000975005000005000 0100000000000790   
0601GEB1N       20140101000980005000005000 0100000000000799   
0601GEB1N       20140101000985005000005000 0100000000000807   
0601GEB1N       20140101000990005000005000 0100000000000815   
0601GEB1N       20140101000995005000005000 0100000000000824   
0601GEB1N       20140101001000005000005000 0100000000000832   
0601GEB1N       20140101001005005000005000 0100000000000840   
0601GEB1N       20140101001010005000005000 0100000000000848   
0601GEB1N       20140101001015005000005000 0100000000000856   
0601GEB1N       20140101001020005000005000 0100000000000864   
0601GEB1N       20140101001025005000005000 0100000000000872   
0601GEB1N       20140101001030005000005000 0100000000000880   
0601GEB1N       20140101001035005000005000 0100000000000888   
0601GEB1N       20140101001040005000005000 0100000000000896   
0601GEB1N       20140101001045005000005000 0100000000000904   
0601GEB1N       20140101001050005000005000 0100000000000912   
0601GEB1N       20140101001055005000005000 0100000000000920   
0601GEB1N       20140101001060005000005000 0100000000000928   
0601GEB1N       20140101001065005000005000 0100000000000936   
0601GEB1N       20140101001070005000005000 0100000000000944   
0601GEB1N       20140101001075005000005000 0100000000000952   
0601GEB1N       20140101001080005000005000 0100000000000960   
0601GEB1N       20140101001085005000005000 0100000000000967   
0601GEB1N       20140101001090005000005000 0100000000000976   
0601GEB1N       20140101001095005000005000 0100000000000983   
0601GEB1N       20140101001100005000005000 0100000000000991   
0601GEB1N       20140101001105005000005000 0100000000000999   
0601GEB1N       20140101001110005000005000 0100000000001007   
0601GEB1N       20140101001115005000005000 0100000000001015   
0601GEB1N       20140101001120005000005000 0100000000001023   
0601GEB1N       20140101001125005000005000 0100000000001030   
0601GEB1N       20140101001130005000005000 0100000000001038   
0601GEB1N       20140101001135005000005000 0100000000001046   
0601GEB1N       20140101001140005000005000 0100000000001053   
0601GEB1N       20140101001145005000005000 0100000000001061   
0601GEB1N       20140101001150005000005000 0100000000001068   
0601GEB1N       20140101001155005000005000 0100000000001076   
0601GEB1N       20140101001160005000005000 0100000000001083   
0601GEB1N       20140101001165005000005000 0100000000001090   
0601GEB1N       20140101001170005000005000 0100000000001097   
0601GEB1N       20140101001175005000005000 0100000000001104   
0601GEB1N       20140101001180005000005000 0100000000001112   
0601GEB1N       20140101001185005000005000 0100000000001118   
0601GEB1N       20140101001190005000005000 0100000000001125   
0601GEB1N       20140101001195005000005000 0100000000001133   
0601GEB1N       20140101001200005000005000 0100000000001140   
0601GEB1N       20140101001205005000005000 0100000000001147   
0601GEB1N       20140101001210005000005000 0100000000001154   
0601GEB1N       20140101001215005000005000 0100000000001161   
0601GEB1N       20140101001220005000005000 0100000000001168   
0601GEB1N       20140101001225005000005000 0100000000001175   
0601GEB1N       20140101001230005000005000 0100000000001182   
0601GEB1N       20140101001235005000005000 0100000000001188   
0601GEB1N       20140101001240005000005000 0100000000001195   
0601GEB1N       20140101001245005000005000 0100000000001202   
0601GEB1N       20140101001250005000005000 0100000000001208   
0601GEB1N       20140101001255005000005000 0100000000001215   
0601GEB1N       20140101001260005000005000 0100000000001222   
0601GEB1N       20140101001265005000005000 0100000000001228   
0601GEB1N       20140101001270005000005000 0100000000001235   
0601GEB1N       20140101001275005000005000 0100000000001241   
0601GEB1N       20140101001280005000005000 0100000000001247   
0601GEB1N       20140101001285005000005000 0100000000001254   
0601GEB1N       20140101001290005000005000 0100000000001260   
0601GEB1N       20140101001295005000005000 0100000000001266   
0601GEB1N       20140101001300005000005000 0100000000001273   
0601GEB1N       20140101001305005000005000 0100000000001279   
0601GEB1N       20140101001310005000005000 0100000000001285   
0601GEB1N       20140101001315005000005000 0100000000001292   
0601GEB1N       20140101001320005000005000 0100000000001298   
0601GEB1N       20140101001325005000005000 0100000000001304   
0601GEB1N       20140101001330005000005000 0100000000001310   
0601GEB1N       20140101001335005000005000 0100000000001316   
0601GEB1N       20140101001340005000005000 0100000000001322   
0601GEB1N       20140101001345005000005000 0100000000001329   
0601GEB1N       20140101001350005000005000 0100000000001334   
0601GEB1N       20140101001355005000005000 0100000000001340   
0601GEB1N       20140101001360005000005000 0100000000001346   
0601GEB1N       20140101001365005000005000 0100000000001352   
0601GEB1N       20140101001370005000005000 0100000000001358   
0601GEB1N       20140101001375005000005000 0100000000001364   
0601GEB1N       20140101001380005000005000 0100000000001370   
0601GEB1N       20140101001385005000005000 0100000000001375   
0601GEB1N       20140101001390005000005000 0100000000001381   
0601GEB1N       20140101001395005000005000 0100000000001387   
0601GEB1N       20140101001400005000005000 0100000000001393   
0601GEB1N       20140101001405005000005000 0100000000001399   
0601GEB1N       20140101001410005000005000 0100000000001405   
0601GEB1N       20140101001415005000005000 0100000000001410   
0601GEB1N       20140101001420005000005000 0100000000001416   
0601GEB1N       20140101001425005000005000 0100000000001422   
0601GEB1N       20140101001430005000005000 0100000000001427   
0601GEB1N       20140101001435005000005000 0100000000001433   
0601GEB1N       20140101001440005000005000 0100000000001439   
0601GEB1N       20140101001445005000005000 0100000000001444   
0601GEB1N       20140101001450005000005000 0100000000001449   
0601GEB1N       20140101001455005000005000 0100000000001455   
0601GEB1N       20140101001460005000005000 0100000000001461   
0601GEB1N       20140101001465005000005000 0100000000001466   
0601GEB1N       20140101001470005000005000 0100000000001472   
0601GEB1N       20140101001475005000005000 0100000000001478   
0601GEB1N       20140101001480005000005000 0100000000001483   
0601GEB1N       20140101001485005000005000 0100000000001489   
0601GEB1N       20140101001490005000005000 0100000000001494   
0601GEB1N       20140101001495005000005000 0100000000001500   
0601GEB1N       20140101001500005000005000 0100000000001505   
0601GEB1N       20140101001505005000005000 0100000000001511   
0601GEB1N       20140101001510005000005000 0100000000001516   
0601GEB1N       20140101001515005000005000 0100000000001522   
0601GEB1N       20140101001520005000005000 0100000000001527   
0601GEB1N       20140101001525005000005000 0100000000001533   
0601GEB1N       20140101001530005000005000 0100000000001538   
0601GEB1N       20140101001535005000005000 0100000000001544   
0601GEB1N       20140101001540005000005000 0100000000001549   
0601GEB1N       20140101001545005000005000 0100000000001555   
0601GEB1N       20140101001550005000005000 0100000000001560   
0601GEB1N       20140101001555005000005000 0100000000001566   
0601GEB1N       20140101001560005000005000 0100000000001572   
0601GEB1N       20140101001565005000005000 0100000000001577   
0601GEB1N       20140101001570005000005000 0100000000001583   
0601GEB1N       20140101001575005000005000 0100000000001589   
0601GEB1N       20140101001580005000005000 0100000000001594   
0601GEB1N       20140101001585005000005000 0100000000001600   
0601GEB1N       20140101001590005000005000 0100000000001606   
0601GEB1N       20140101001595005000005000 0100000000001612   
0601GEB1N       20140101001600005000005000 0100000000001618   
0601GEB1N       20140101001605005000005000 0100000000001624   
0601GEB1N       20140101001610005000005000 0100000000001629   
0601GEB1N       20140101001615005000005000 0100000000001635   
0601GEB1N       20140101001620005000005000 0100000000001641   
0601GEB1N       20140101001625005000005000 0100000000001647   
0601GEB1N       20140101001630005000005000 0100000000001653   
0601GEB1N       20140101001635005000005000 0100000000001659   
0601GEB1N       20140101001640005000005000 0100000000001664   
0601GEB1N       20140101001645005000005000 0100000000001670   
0601GEB1N       20140101001650005000005000 0100000000001676   
0601GEB1N       20140101001655005000005000 0100000000001682   
0601GEB1N       20140101001660005000005000 0100000000001687   
0601GEB1N       20140101001665005000005000 0100000000001693   
0601GEB1N       20140101001670005000005000 0100000000001699   
0601GEB1N       20140101001675005000005000 0100000000001704   
0601GEB1N       20140101001680005000005000 0100000000001710   
0601GEB1N       20140101001685005000005000 0100000000001715   
0601GEB1N       20140101001690005000005000 0100000000001720   
